id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
T0528,train,exact_duplicate,105,high,Exact duplicate cluster E0079 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0528|T0780|T3900; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0620,train,exact_duplicate,106,high,Exact duplicate cluster E0084 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0620|T1334|T2443; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0671,train,exact_duplicate,107,high,Exact duplicate cluster E0088 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0671|T4252|T4444; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0721,train,exact_duplicate,108,high,Exact duplicate cluster E0094 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0721|T2280|T2596; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0196,heldout,exact_duplicate,109,high,Exact duplicate cluster E0103 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0196|H0733|H0821; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0856,train,exact_duplicate,110,high,Exact duplicate cluster E0108 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0856|T1741|T4308; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0876,train,exact_duplicate,111,high,Exact duplicate cluster E0112 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0876|T1093|T3918; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0880,train,exact_duplicate,112,high,Exact duplicate cluster E0113 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0880|T1468|T2524; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0909,train,exact_duplicate,113,high,Exact duplicate cluster E0116 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0909|T2987|T4311; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0924,train,exact_duplicate,114,high,Exact duplicate cluster E0118 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0924|T1936|T2206; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0941,train,exact_duplicate,115,high,Exact duplicate cluster E0119 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0941|T4391|T4393; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0232,heldout,exact_duplicate,116,high,Exact duplicate cluster E0124 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0232|H0769|H1089; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1037,train,exact_duplicate,117,high,Exact duplicate cluster E0133 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1037|T2666|T3719; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1041,train,exact_duplicate,118,high,Exact duplicate cluster E0135 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1041|T2807|T3496; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1076,train,exact_duplicate,119,high,Exact duplicate cluster E0136 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1076|T1519|T1787; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1107,train,exact_duplicate,120,high,Exact duplicate cluster E0139 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1107|T1731|T1876; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0270,heldout,exact_duplicate,121,high,Exact duplicate cluster E0142 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0270|H0881|H1054; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1169,train,exact_duplicate,122,high,Exact duplicate cluster E0145 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1169|T2965|T3615; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1238,train,exact_duplicate,123,high,Exact duplicate cluster E0151 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1238|T1848|T2960; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1263,train,exact_duplicate,124,high,Exact duplicate cluster E0156 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1263|T3427|T4180; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1432,train,exact_duplicate,125,high,Exact duplicate cluster E0178 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1432|T2516|T3783; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1436,train,exact_duplicate,126,high,Exact duplicate cluster E0179 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1436|T2305|T3523; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1510,train,exact_duplicate,127,high,Exact duplicate cluster E0184 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1510|T2614|T3498; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1570,train,exact_duplicate,128,high,Exact duplicate cluster E0191 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1570|T2282|T2566; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1575,train,exact_duplicate,129,high,Exact duplicate cluster E0192 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1575|T2656|T3661; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0423,heldout,exact_duplicate,130,high,Exact duplicate cluster E0200 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0423|H0605|H0933; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1767,train,exact_duplicate,131,high,Exact duplicate cluster E0205 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1767|T2440|T4143; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0455,heldout,exact_duplicate,132,high,Exact duplicate cluster E0207 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0455|H0834|H0871; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0477,heldout,exact_duplicate,133,high,Exact duplicate cluster E0219 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0477|H0581|H0701; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1932,train,exact_duplicate,134,high,Exact duplicate cluster E0222 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T1932|T2154|T2638; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2000,train,exact_duplicate,135,high,Exact duplicate cluster E0224 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T2000|T2222|T3322; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2087,train,exact_duplicate,136,high,Exact duplicate cluster E0228 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T2087|T2096|T4209; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2106,train,exact_duplicate,137,high,Exact duplicate cluster E0230 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T2106|T2190|T2278; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2188,train,exact_duplicate,138,high,Exact duplicate cluster E0235 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T2188|T2311|T3563; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0627,heldout,exact_duplicate,139,high,Exact duplicate cluster E0246 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0627|H0648|H0883; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2769,train,exact_duplicate,140,high,Exact duplicate cluster E0252 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T2769|T3805|T4291; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2852,train,exact_duplicate,141,high,Exact duplicate cluster E0256 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T2852|T3006|T3406; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0003,train,exact_duplicate,142,high,Exact duplicate cluster E0001 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0003|T0942; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0009,train,exact_duplicate,143,high,Exact duplicate cluster E0003 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0009|T3446; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0010,train,exact_duplicate,144,high,Exact duplicate cluster E0004 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T0010|T3348; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
