sample_id,split,label,uci_row_number,duplicate_type,cross_split_duplicate,exact_cluster_ids,near_pair_ids,n_exact_duplicate_clusters,n_exact_duplicate_partner_samples,n_near_reviewed_accepted_pairs,n_cross_split_exact_partner_samples,n_cross_split_near_reviewed_accepted_pairs,partner_ids,cross_split_partner_ids,review_categories,max_near_similarity,text
T2590,train,spam,3218,near_reviewed_accepted,True,,N0375,0,0,1,0,1,H0988,H0988,same_spam_campaign_template,0.95035746613753,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
T2608,train,ham,3244,exact_and_near_reviewed_accepted,True,E0090,N0377,1,1,1,0,1,H0940|T0677,H0940,minor_personalization_change,0.9515864571237396,Good Morning my Dear........... Have a great &amp; successful day.
T2627,train,spam,3267,near_reviewed_accepted,True,,N0378|N0379,0,0,2,0,1,H0663|T4064,H0663,same_spam_campaign_template,1.0,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
T2628,train,ham,3268,near_reviewed_accepted,True,,N0380,0,0,1,0,1,H0959,H0959,minor_personalization_change,0.9588003813304682,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
T2655,train,spam,3299,near_reviewed_accepted,True,,N0012,0,0,1,0,1,H0019,H0019,same_spam_campaign_template,0.9737166827498036,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
T2733,train,spam,3392,near_reviewed_accepted,True,,N0100|N0163|N0314|N0388,0,0,4,0,1,H0470|T0558|T1013|T3460,H0470,same_spam_campaign_template,1.0,Please CALL 08712402972 immediately as there is an urgent message waiting for you
T2769,train,spam,3434,exact_and_near_reviewed_accepted,True,E0252,N0382,1,2,1,0,1,H0644|T3805|T4291,H0644,same_spam_campaign_template,1.0000000000000002,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
T2812,train,spam,3484,near_reviewed_accepted,True,,N0160,0,0,1,0,1,H0215,H0215,same_spam_campaign_template,0.9849674248536204,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
T2871,train,spam,3561,near_reviewed_accepted,True,,N0230,0,0,1,0,1,H0329,H0329,same_spam_campaign_template,0.922325173320112,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
T2901,train,spam,3596,near_reviewed_accepted,True,,N0398,0,0,1,0,1,H0867,H0867,same_spam_campaign_template,0.9854838705662544,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
T3075,train,spam,3820,near_reviewed_accepted,True,,N0406,0,0,1,0,1,H1063,H1063,same_spam_campaign_template,0.9652591568715388,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
T3256,train,spam,4049,near_reviewed_accepted,True,,N0376|N0404,0,0,2,0,1,H0632|T2996,H0632,same_spam_campaign_template,0.952545992856928,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
T3367,train,ham,4185,exact_and_near_reviewed_accepted,True,E0209,N0003|N0366|N0426,1,1,3,0,1,H0009|T1821|T2535|T3705,H0009,embedded_or_transcript_variant|minor_personalization_change,1.0,"Sorry, I'll call later in meeting"
T3445,train,spam,4281,near_reviewed_accepted,True,,N0159|N0187,0,0,2,0,1,H0210|T1131,H0210,same_spam_campaign_template,0.9590799377953833,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
T3460,train,spam,4298,near_reviewed_accepted,True,,N0101|N0164|N0315|N0388,0,0,4,0,1,H0470|T0558|T1013|T2733,H0470,same_spam_campaign_template,1.0,Please CALL 08712402578 immediately as there is an urgent message waiting for you
T3462,train,spam,4300,exact_and_near_reviewed_accepted,True,E0189,N0285|N0423|N0431|N0432,1,1,4,0,4,H0440|H0815|H1030|H1038|T1558,H0440|H0815|H1030|H1038,same_spam_campaign_template,0.9332448364321472,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
T3494,train,spam,4349,exact_and_near_reviewed_accepted,True,E0036,N0248,1,1,1,0,1,H0373|T0201,H0373,same_spam_campaign_template,0.9209533428520356,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
T3676,train,spam,4587,near_reviewed_accepted,True,,N0137|N0249,0,0,2,0,1,H0373|T0711,H0373,same_spam_campaign_template,0.9815432322348634,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
T3705,train,ham,4621,exact_and_near_reviewed_accepted,True,E0009,N0292|N0426,1,1,2,1,0,H0009|T1821|T3367,H0009,embedded_or_transcript_variant,1.0,"Sorry, I'll call later In meeting."
T3805,train,spam,4747,exact_and_near_reviewed_accepted,True,E0252,N0383,1,2,1,0,1,H0644|T2769|T4291,H0644,same_spam_campaign_template,1.0000000000000002,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
T3844,train,spam,4799,near_reviewed_accepted,True,,N0440,0,0,1,0,1,H1090,H1090,same_spam_campaign_template,0.9296198266601192,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
T4014,train,spam,5013,near_reviewed_accepted,True,,N0107|N0288,0,0,2,0,1,H0445|T0583,H0445,same_spam_campaign_template,1.0,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
T4035,train,spam,5042,near_reviewed_accepted,True,,N0019|N0444,0,0,2,0,1,H0973|T0140,H0973,same_spam_campaign_template,0.9657474259165536,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
T4064,train,spam,5080,near_reviewed_accepted,True,,N0379|N0392,0,0,2,0,1,H0663|T2627,H0663,same_spam_campaign_template,1.0,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
T4090,train,spam,5115,near_reviewed_accepted,True,,N0063|N0347|N0445,0,0,3,0,1,H0548|T0266|T4368,H0548,same_spam_campaign_template,0.9966777127723276,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
T4113,train,spam,5144,exact_and_near_reviewed_accepted,True,E0087,N0147|N0405|N0427,1,1,3,0,3,H0196|H0733|H0821|T0650,H0196|H0733|H0821,same_spam_campaign_template,0.925431904802045,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
T4156,train,spam,5192,near_reviewed_accepted,True,,N0251|N0364,0,0,2,0,2,H0378|H0610,H0378|H0610,same_spam_campaign_template,0.9943383372322006,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
T4223,train,spam,5281,near_reviewed_accepted,True,,N0079|N0157|N0221|N0354|N0422|N0439,0,0,6,0,3,H0311|H0805|H0945|T0350|T0885|T2338,H0311|H0805|H0945,same_spam_campaign_template,0.9728453920259112,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
T4269,train,ham,5341,near_reviewed_accepted,True,,N0102,0,0,1,0,1,H0136,H0136,minor_personalization_change,1.0000000000000002,So when do you wanna gym?
T4291,train,spam,5368,exact_and_near_reviewed_accepted,True,E0252,N0384,1,2,1,0,1,H0644|T2769|T3805,H0644,same_spam_campaign_template,1.0000000000000002,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
T4292,train,spam,5369,exact,True,E0285,,1,1,0,1,0,H0922,H0922,,,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
T4368,train,spam,5463,exact_and_near_reviewed_accepted,True,E0049,N0445,1,2,1,1,0,H0548|T0266|T4090,H0548|T0266,same_spam_campaign_template,0.9966777127723276,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
T4417,train,ham,5523,near_reviewed_accepted,True,,N0327,0,0,1,0,1,H0507,H0507,minor_personalization_change,0.978107304010672,No. I dont want to hear anything
T4439,train,spam,5550,near_reviewed_accepted,True,,N0434,0,0,1,0,1,H0908,H0908,same_spam_campaign_template,1.000000000000001,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
H0010,heldout,ham,67,exact,False,E0012,,1,1,0,0,0,H0332,,,,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
H0013,heldout,ham,93,exact,False,E0017,,1,1,0,0,0,H1042,,,,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
H0014,heldout,spam,94,exact,False,E0018,,1,1,0,0,0,H0918,,,,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
H0015,heldout,spam,96,exact,False,E0019,,1,1,0,0,0,H0171,,,,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
H0038,heldout,ham,235,exact,False,E0034,,1,1,0,0,0,H0732,,,,Yes:)here tv is always available in work place..
H0040,heldout,ham,240,exact,False,E0035,,1,2,0,0,0,H0223|H0975,,,,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
H0048,heldout,ham,290,exact,False,E0044,,1,1,0,0,0,H0931,,,,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
H0049,heldout,ham,300,exact,False,E0047,,1,11,0,0,0,H0147|H0252|H0347|H0387|H0459|H0518|H0717|H0791|H0923|H0979|H1079,,,,I cant pick the phone right now. Pls send a message
H0071,heldout,spam,390,exact,False,E0054,,1,1,0,0,0,H0408,,,,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
H0086,heldout,ham,478,exact,False,E0062,,1,2,0,0,0,H0460|H0780,,,,Love you aathi..love u lot..
H0109,heldout,spam,592,exact,False,E0074,,1,1,0,0,0,H0911,,,,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
H0117,heldout,ham,641,exact,False,E0077,,1,2,0,0,0,H0395|H0749,,,,I had askd u a question some hours before. Its answer
H0147,heldout,ham,770,exact,False,E0047,,1,11,0,0,0,H0049|H0252|H0347|H0387|H0459|H0518|H0717|H0791|H0923|H0979|H1079,,,,I cant pick the phone right now. Pls send a message
H0154,heldout,ham,800,exact,False,E0085,,1,1,0,0,0,H0872,,,,Ok i msg u b4 i leave my house.
H0159,heldout,spam,832,exact,False,E0089,,1,1,0,0,0,H0586,,,,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
H0169,heldout,spam,877,exact,False,E0092,,1,1,0,0,0,H0435,,,,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
H0170,heldout,spam,879,exact,False,E0093,,1,1,0,0,0,H0515,,,,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
H0171,heldout,spam,901,exact,False,E0019,,1,1,0,0,0,H0015,,,,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
H0183,heldout,ham,958,exact,False,E0098,,1,1,0,0,0,H0590,,,,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
H0186,heldout,ham,968,exact,False,E0100,,1,1,0,0,0,H0541,,,,I am not sure about night menu. . . I know only about noon menu
H0189,heldout,ham,982,exact,False,E0101,,1,1,0,0,0,H0426,,,,If he started searching he will get job in few days.he have great potential and talent.
H0198,heldout,ham,1025,exact,False,E0104,,1,1,0,0,0,H0360,,,,May i call You later Pls
H0204,heldout,ham,1069,exact,False,E0110,,1,1,0,0,0,H0702,,,,Meeting u is my work. . . Tel me when shall i do my work tomorrow
H0216,heldout,ham,1125,exact,False,E0117,,1,1,0,0,0,H0219,,,,Good morning princess! How are you?
H0219,heldout,ham,1134,exact,False,E0117,,1,1,0,0,0,H0216,,,,Good morning princess! How are you?
H0223,heldout,ham,1165,exact,False,E0035,,1,2,0,0,0,H0040|H0975,,,,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
H0224,heldout,ham,1168,exact,False,E0120,,1,1,0,0,0,H0849,,,,I am not having her number sir
H0225,heldout,ham,1170,exact,False,E0121,,1,1,0,0,0,H0458,,,,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
H0232,heldout,ham,1202,exact,False,E0124,,1,2,0,0,0,H0769|H1089,,,,Otherwise had part time job na-tuition..
H0252,heldout,ham,1305,exact,False,E0047,,1,11,0,0,0,H0049|H0147|H0347|H0387|H0459|H0518|H0717|H0791|H0923|H0979|H1079,,,,I cant pick the phone right now. Pls send a message
H0268,heldout,spam,1379,exact,False,E0140,,1,1,0,0,0,H1010,,,,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
H0270,heldout,ham,1386,exact,False,E0142,,1,2,0,0,0,H0881|H1054,,,,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
H0332,heldout,ham,1681,exact,False,E0012,,1,1,0,0,0,H0010,,,,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
H0344,heldout,ham,1730,exact,False,E0171,,1,1,0,0,0,H0706,,,,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
H0346,heldout,ham,1738,exact,False,E0172,,1,1,0,0,0,H0822,,,,I will come tomorrow di
H0347,heldout,ham,1739,exact,False,E0047,,1,11,0,0,0,H0049|H0147|H0252|H0387|H0459|H0518|H0717|H0791|H0923|H0979|H1079,,,,I cant pick the phone right now. Pls send a message
H0359,heldout,ham,1826,exact,False,E0182,,1,1,0,0,0,H1061,,,,Sent me ur email id soon
H0360,heldout,ham,1830,exact,False,E0104,,1,1,0,0,0,H0198,,,,May i call You later Pls
H0387,heldout,ham,1950,exact,False,E0047,,1,11,0,0,0,H0049|H0147|H0252|H0347|H0459|H0518|H0717|H0791|H0923|H0979|H1079,,,,I cant pick the phone right now. Pls send a message
H0395,heldout,ham,1975,exact,False,E0077,,1,2,0,0,0,H0117|H0749,,,,I had askd u a question some hours before. Its answer
H0403,heldout,spam,2015,exact,False,E0194,,1,1,0,0,0,H0987,,,,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
H0408,heldout,spam,2045,exact,False,E0054,,1,1,0,0,0,H0071,,,,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
H0422,heldout,spam,2120,exact,False,E0199,,1,1,0,0,0,H0829,,,,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
H0423,heldout,ham,2129,exact,False,E0200,,1,2,0,0,0,H0605|H0933,,,,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
H0426,heldout,ham,2136,exact,False,E0101,,1,1,0,0,0,H0189,,,,If he started searching he will get job in few days.he have great potential and talent.
H0435,heldout,spam,2171,exact,False,E0092,,1,1,0,0,0,H0169,,,,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
H0439,heldout,ham,2203,exact,False,E0204,,1,1,0,0,0,H0990,,,,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
H0455,heldout,ham,2260,exact,False,E0207,,1,2,0,0,0,H0834|H0871,,,,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
H0457,heldout,spam,2265,exact,False,E0208,,1,1,0,0,0,H0618,,,,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
H0458,heldout,ham,2266,exact,False,E0121,,1,1,0,0,0,H0225,,,,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
H0459,heldout,ham,2267,exact,False,E0047,,1,11,0,0,0,H0049|H0147|H0252|H0347|H0387|H0518|H0717|H0791|H0923|H0979|H1079,,,,I cant pick the phone right now. Pls send a message
H0460,heldout,ham,2278,exact,False,E0062,,1,2,0,0,0,H0086|H0780,,,,Love you aathi..love u lot..
H0468,heldout,ham,2339,exact,False,E0212,,1,1,0,0,0,H0546,,,,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
H0475,heldout,ham,2380,exact,False,E0218,,1,1,0,0,0,H0949,,,,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
